no,property-name,price,house-type,area,bedrooms,bathrooms,receptions,location,county,postal-code,
2671,Nevern Square,995000,Flat / Apartment,1021,2,2,2,,London,SW5 9NN,
2672,Plender Street,525000,Flat / Apartment,565,1,1,1,Camden,London,NW1 0LB,
2673,Ebury Street,2395000,Flat / Apartment,1190,3,3,3,,London,SW1W 0PA,
2674,Abingdon Court,2100000,Flat / Apartment,1367,3,3,3, Kensington,London,W8 6BS,
2675,Geraldine Road,800000,Flat / Apartment,1044,2,2,2,Wandsworth,London,SW18 2NT,
2676,Glenalmond House,885000,Flat / Apartment,1113,3,3,3, Putney,London,SW15 3LP,
2677,Howards Lane,2395000,House,2881,5,5,5,Putney,London,SW15 6NZ,
2678,Maitland Court,1680000,Flat / Apartment,1502,3,3,3, Paddington,London,W2 3PD,
2679,Thornton Avenue,2000000,House,2178,4,4,4,Chiswick,London,W4 1QF,
2680,Corney Reach Way,1175000,House,1752,3,3,3,Chiswick,London,W4 2TY,
2681,Fulham Park Gardens,2350000,House,2720,6,6,6,Fulham,London,SW6 4JX,
2682,Chepstow Road,1550000,Flat / Apartment,1227,2,2,2,Notting Hill,London,W2 5BH,
2683,St. Dionis Road,2500000,House,2314,4,4,4, Fulham,London,SW6 4TT,
2684,Weststand Apartments,695000,Flat / Apartment,871,2,2,2,Highbury Stadium Square,London,N5 1FH,
2685,Philbeach Gardens,4950000,House,4622,6,6,6,,London,SW5 9EB,
2686,Philbeach Gardens,1795000,Flat / Apartment,1402,4,4,4,,London,SW5 9DY,
2687,Wandsworth Common West Side,2550000,House,2665,5,5,5,Wandsworth,London,SW18 2ED,
2688,Oyster Wharf,565000,Flat / Apartment,711,2,2,2, Battersea,London,SW11 3RJ,
2689,Block A,2500000,Flat / Apartment,1950,3,3,3,50 Holland Street,London,SE1 9FU,
2690,East Hill,885000,Flat / Apartment,920,2,2,2,Wandsworth,London,SW18 2HG,
2691,Sefton Street,399950,New development,362,1,1,1,Putney,London,SW15 1NA,
2692,Darwin Court,895000,Flat / Apartment,1013,2,2,2, Primrose Hill,London,NW1 7BQ,
2693,North Side Wandsworth Common,550000,Flat / Apartment,654,2,2,2,,London,SW18 2SL,
2694,Airedale Road,1450000,House,2270,4,4,4,,London,SW12 8SF,
2695,Television Centre,1160000,New development,861,2,2,2,101 Wood Lane,London,W12 7FT,
2696,Atrium Apartments,2500000,Flat / Apartment,1227,2,2,2, St John's Wood,London,NW8 7EA,
2697,Ennismore Gardens,1575000,Flat / Apartment,699,1,1,1,,London,SW7 1NP,
2698,Langdon Park Road,2500000,House,3613,7,7,7,Highgate,London,N6 5QG,
2699,Draycott Place,1150000,Flat / Apartment,682,1,1,1,,London,SW3 2SB,
2700,Fassett Square,1450000,House,1727,4,4,4,,London,E8 1DQ,
2701,Cadogan Lane,2650000,House,1304,2,2,2,,London,SW1X 9DX,
2702,Birkbeck Road,1175000,House,1601,4,4,4,Wimbledon,London,SW19 8NZ,
2703,Loddiges Road,360000,Flat / Apartment,630,2,2,2,South Hackney,London,E9 7PJ,
2704,Linnet Court,670000,Flat / Apartment,920,2,2,2, Putney,London,SW15 6RJ,
2705,Thornton Place,799500,Flat / Apartment,898,2,2,2,,London,SW4 0AB,
2706,Hartismere Road,1250000,House,1828,4,4,4,Fulham,London,SW6 7UE,
2707,Ayr Court,350000,Flat / Apartment,422,1,1,1,Monks Drive,London,W3 0EA,
2708,Trevor Square,4250000,House,1978,4,4,4,Knightsbridge,London,SW7 1DY,
2709,Porteus Place,1225000,Flat / Apartment,1262,3,3,3,,London,SW4 0AS,
2710,Newark Street,1150000,House,1447,4,4,4,,London,E1 2AA,
2711,Queen Anne's Gate,14850000,House,7800,6,6,6,,London,SW1H 9AA,
2712,Larkhall Rise,2250000,House,2422,5,5,5,,London,SW4 6LB,
2713,Gore Road,405000,Flat / Apartment,376,1,1,1,South Hackney,London,E9 7HR,
2714,Southgate Road,1695000,House,2160,4,4,4,Islington,London,N1 3HX,
2715,Cross Street,850000,Flat / Apartment,770,2,2,2,Islington,London,N1 2BA,
2716,Television Centre,1295000,Flat / Apartment,924,2,2,2,101 Wood Lane,London,W12 7FT,
2717,80 Rainville Road,2750000,Flat / Apartment,1765,3,3,3,Hammersmith,London,W6 9HS,
2718,The Tower,2750000,Flat / Apartment,1539,3,3,3, Vauxhall,London,SW8 2DA,
2719,Maddox Street,1500000,Flat / Apartment,638,1,1,1,,London,W1S 2QJ,
2720,City Road,599950,Flat / Apartment,495,1,1,1,Clerkenwell,London,EC1V 2PY,
2721,Mulberry Court,1100000,Flat / Apartment,1461,3,3,3,1 School Mews,London,E1 0EW,
2722,Eton Avenue,4750000,House,2890,5,5,5,Belsize Park,London,NW3 3HL,
2723,Castelnau,2500000,House,3053,5,5,5,Barnes,London,SW13 9EW,
2724,Richard Burbidge Mansions,1250000,Flat / Apartment,1281,2,2,2,1 Brasenose Drive,London,SW13 8RB,
2725,Boat Race House,1650000,New development,1887,2,2,2,63 Mortlake High Street,London,SW14 8HL,
2726,Cathcart Road,6250000,House,3215,5,5,5,Chelsea,London,SW10 9NN,
2727,London House,5295000,Penthouse,2807,4,4,4, St John's Wood,London,NW8 7PX,
2728,Hasker Street,3500000,House,1481,3,3,3,,London,SW3 2LQ,
2729,Ovington Square,14500000,House,7156,6,6,6,,London,SW3 1LJ,
2730,Somerset Square,4250000,House,2631,2,2,2,,London,W14 8EE,
2731,Lanherne House,699950,Flat / Apartment,1087,3,3,3,9 The Downs,London,SW20 8JG,
2732,Craven Hill Gardens,1100000,Flat / Apartment,718,1,1,1,,London,W2 3EA,
2733,Studdridge Street,3100000,House,2885,6,6,6, Fulham,London,SW6 3SL,
2734,Spinnaker House,700000,Flat / Apartment,990,2,2,2, Battersea,London,SW18 1FR,
2735,Artillery Mansions,1600000,Flat / Apartment,1078,2,2,2, Westminster,London,SW1H 0HX,
2736,Huntingfield Road,625000,House,899,2,2,2,Putney,London,SW15 5ER,
2737,Briary Close,1895000,House,1975,5,5,5,Swiss Cottage,London,NW3 3JZ,
2738,Ladbroke Grove,485000,Flat / Apartment,454,1,1,1,Notting Hill,London,W11 1PG,
2739,Layer Gardens,2150000,House,2887,6,6,6,Ealing,London,W3 9PR,
2740,Sindercombe Mews,1200000,House,1358,2,2,2,,London,W12 9BQ,
2741,Faraday Lodge,565000,Flat / Apartment,895,2,2,2, Greenwich,London,SE10 0QL,
2742,Broomwood Road,600000,Flat / Apartment,736,3,3,3,,London,SW11 6JF,
2743,Boat Race House,1850000,New development,1978,3,3,3,63 Mortlake High Street,London,SW14 8HL,
2744,Eglantine Road,1275000,House,1766,4,4,4,Wandsworth,London,SW18 2DD,
2745,Longmoore Street,2100000,House,1913,4,4,4,,London,SW1V 1JQ,
2746,Elizabeth Street,3450000,Flat / Apartment,2377,5,5,5,,London,SW1W 9PB,
2747,Elsworthy Rise,1050000,New development,546,1,1,1,Primrose Hill,London,NW3 3DS,
2748,Well Road,6950000,New development,4295,5,5,5,Hampstead,London,NW3 1LH,
2749,St John Street,999950,Penthouse,764,2,2,2,,London,EC1V 4ND,
2750,Mandeville Courtyard,995000,Flat / Apartment,1115,2,2,2, Battersea,London,SW11 4NB,
2751,Hornsey Lane Gardens,1150000,Flat / Apartment,1346,3,3,3,Highgate,London,N6 5NY,
2752,Boat Race House,2200000,Penthouse,1715,2,2,2,63 Mortlake High Street,London,SW14 8HL,
2753,Boat Race House,1800000,Penthouse,1490,2,2,2,63 Mortlake High Street,London,SW14 8HL,
2754,Warwick Way,680000,Flat / Apartment,681,2,2,2,,London,SW1V 1QR,
2755,Butler House,925000,New development,1033,3,3,3, Maida Vale,London,W9 2DP,
2756,Westbourne Terrace Road,1800000,Flat / Apartment,1441,3,3,3,Little Venice,London,W2 6NG,
2757,Packington Street,1000000,Flat / Apartment,923,2,2,2,Islington,London,N1 8RA,
2758,Horseshoe Court,835000,Flat / Apartment,744,2,2,2,11 Brewhouse Yard,London,EC1V 4JU,
2759,Tring Avenue,1900000,House,2599,5,5,5,,London,W5 3QD,
2760,Jackson & Joseph Building,1900000,Flat / Apartment,2114,2,2,2,8 Princelet Street,London,E1 6QJ,
2761,Upper Richmond Road,540000,Flat / Apartment,615,2,2,2,Putney,London,SW15 2TX,
2762,Palm House,899950,Flat / Apartment,1025,3,3,3,70 Sancroft Street,London,SE11 5AH,
2763,Macaulay Road,5950000,House,6776,8,8,8,Clapham,London,SW4 0QX,
2764,Poppyfield House,460000,Flat / Apartment,767,2,2,2,Copperwood Place,London,SE10 8GD,
2765,Ormond House,730000,Flat / Apartment,626,2,2,2,Medway Street,London,SW1P 2TB,
2766,Lingfield Road,1495000,Flat / Apartment,1618,3,3,3,,London,SW19 4PU,
2767,Carlton Hill,1195000,Flat / Apartment,839,2,2,2,St. John's Wood,London,NW8 0JY,
2768,Eardley Crescent,775000,Flat / Apartment,828,2,2,2,,London,SW5 9JS,
2769,Anhalt Road,3200000,House,2634,5,5,5,Battersea,London,SW11 4NZ,
2770,Carew Road,500000,Flat / Apartment,955,2,2,2,Northwood,Middlesex,HA6 3NL,
2771,Almeric Road,699999,Flat / Apartment,970,2,2,2,,London,SW11 1HL,
2772,Ellington Street,500000,Flat / Apartment,462,1,1,1,,London,N7 8PL,
2773,17 Lillie Square,2170000,New development,1083,3,3,3, Earls Court,London,SW6 1UE,
2774,Queen's Gate Terrace,1395000,Flat / Apartment,924,2,2,2,,London,SW7 5PL,
2775,Brynmaer Road,2300000,House,2062,4,4,4,,London,SW11 4EW,
2776,Eagle Point,899995,Flat / Apartment,863,2,2,2, Old Street,London,EC1V 1AR,
2777,Battersea High Street,900000,House,902,2,2,2,,London,SW11 3HX,
2778,Norfolk Road,6395000,House,2944,3,3,3,St. John's Wood,London,NW8 6HE,
2779,Belgravia Court,1350000,Flat / Apartment,750,2,2,2,33 Ebury Street,London,SW1W 0NY,
2780,Icon Apartments,5000000,Penthouse,4004,4,4,4, Pimlico,London,SW1V 3JY,
2781,Queensmill Road,2300000,House,2713,6,6,6,Fulham,London,SW6 6JP,
2782,Welbeck House,6100000,Flat / Apartment,2625,5,5,5, Marylebone,London,W1G 9XE,
2783,Castlebar Hill,950000,House,968,2,2,2,Ealing,London,W5 1TD,
2784,St. George's Square,2325000,Penthouse,1895,4,4,4,Pimlico,London,SW1V 3QN,
2785,Ingram Avenue,17950000,House,14358,7,7,7,Hampstead Garden Suburb,London,NW11 6TL,
2786,Coleherne Court,1195000,Flat / Apartment,1039,3,3,3,Old Brompton Road,London,SW5 0EE,
2787,Airedale Avenue,2250000,House,1874,5,5,5,Chiswick,London,W4 2NW,
2788,Bridges Wharf,595000,Flat / Apartment,674,2,2,2, Battersea,London,SW11 3GZ,
2789,Birdhurst Road,700000,Flat / Apartment,801,3,3,3,,London,SW18 1AR,
2790,Ann Street,675000,Flat / Apartment,736,2,2,2,,London,N1 7FF,
2791,Quartz House,800000,Flat / Apartment,907,2,2,2, Ealing,London,W5 2XA,
2792,Kings Road,1100000,Flat / Apartment,1156,2,2,2,,London,SW10 0TX,
2793,Kingsway,995000,Flat / Apartment,685,2,2,2,,London,WC2B 6EL,
2794,North Gate,3500000,Flat / Apartment,2423,4,4,4, St. John's Wood,London,NW8 7EJ,
2795,Burlington Gardens,3950000,House,4188,7,7,7,Chiswick,London,W4 4LT,
2796,South Terrace,6750000,House,3719,5,5,5,,London,SW7 2TB,
2797,Wilton Place,9000000,House,4039,5,5,5,,London,SW1X 8RL,
2798,Bentley Priory,700000,Flat / Apartment,1221,3,3,3, Stanmore,Middlesex,HA7 3FB,
2799,Oaklands Estate,500000,Flat / Apartment,945,4,4,4,Clapham,London,SW4 8AG,
2800,Kirby Street,950000,Flat / Apartment,870,2,2,2,Clerkenwell,London,EC1N 8TE,
2801,St. Luke's Avenue,1100000,New development,1310,2,2,2,,London,SW4 7EB,
2802,Carillon Court,470000,Penthouse,496,1,1,1, Shoreditch,London,E1 5EN,
2803,Hopkinsons Place,1250000,Flat / Apartment,969,3,3,3,Primrose Hill,London,NW1 8TN,
2804,Reform Street,850000,House,1017,2,2,2,Battersea,London,SW11 5AJ,
2805,Tufton Court,1325000,Flat / Apartment,1167,3,3,3,Tufton Street,London,SW1P 3QH,
2806,The Knightsbridge Apartments,6950000,Flat / Apartment,1584,3,3,3,199 Knightsbridge,London,SW7 1RH,
2807,Hilliard Road,650000,House,1386,4,4,4,Northwood,Middlesex,HA6 1SP,
2808,St. Peters Square,3400000,House,2441,4,4,4,Hammersmith,London,W6 9AB,
2809,Drake House,1650000,Flat / Apartment,1189,2,2,2,76 Marsham Street,London,SW1P 4LY,
2810,The Belvedere,2750000,Flat / Apartment,2080,4,4,4, Chelsea,London,SW10 0XA,
2811,Wheatley Street,2200000,Flat / Apartment,1119,2,2,2,Marylebone,London,W1G 8PS,
2812,Ellerby Street,3875000,House,4095,7,7,7, Fulham,London,SW6 6EY,
2813,Cornwall Gardens,4350000,Penthouse,2494,3,3,3,,London,SW7 4BQ,
2814,Colefax Building,475000,Flat / Apartment,542,1,1,1,23 Plumbers Row,London,E1 1EQ,
2815,Sculpture House,450000,Flat / Apartment,738,2,2,2,4 Killick Way,London,E1 3FE,
2816,Westbourne Terrace,1450000,Flat / Apartment,1067,2,2,2,,London,W2 6QT,
2817,Durham Terrace,2250000,Flat / Apartment,1539,2,2,2,,London,W2 5PB,
2818,Cedars Road,3500000,House,3001,5,5,5,Barnes,London,SW13 0HP,
2819,New Atlas Wharf,865000,Flat / Apartment,1551,3,3,3,3 Arnhem Place,London,E14 3SS,
2820,Benbow House,8250000,Penthouse,4555,5,5,5, Southwark,London,SE1 9DS,
2821,Kent Terrace,7500000,House,3792,5,5,5,Regent's Park,London,NW1 4RP,
2822,Park Street,7925000,House,2648,4,4,4,Mayfair,London,W1K 2JZ,
2823,Westbridge Road,5250000,House,4144,6,6,6,Battersea Park,London,SW11 3PW,
2824,Residence Tower,595000,Flat / Apartment,795,2,2,2,Woodberry Grove,London,N4 2BS,
2825,Acfold Road,2650000,House,2454,6,6,6,Fulham,London,SW6 2AL,
2826,Abbey Lodge,5950000,Penthouse,2220,4,4,4, St John's Wood,London,NW8 7RL,
2827,North Gate,5600000,Flat / Apartment,2509,4,4,4, St. John's Wood,London,NW8 7EH,
2828,Dalling Road,1100000,House,1454,4,4,4,,London,W6 0JD,
2829,Doulton House,1195000,Flat / Apartment,1024,3,3,3, Fulham,London,SW6 2FS,
2830,Queensbridge Road,975000,Flat / Apartment,1194,3,3,3,Hackney,London,E8 3AR,
2831,Chiltern Place,4950000,New development,1627,2,2,2,66 Chiltern Street,Marylebone,W1U 6NJ,
2832,Oakhill Avenue,995000,House,1762,4,4,4,Pinner,Middlesex,HA5 3DL,
2833,Hereford Road,725000,Flat / Apartment,521,1,1,1,Notting Hill,London,W2 5AJ,
2834,Hollandgreen Place,2750000,New development,1184,2,2,2,,London,W8 6AX,
2835,South Quay Plaza,1375000,New development,1203,3,3,3,Canary Wharf,London,E14 9SH,
2836,Wardian West Tower,1850000,Penthouse,1268,2,2,2, Canary Wharf,London,E14 9TP,
2837,Kings Gate Walk,1825000,New development,934,2,2,2,Victoria,London,SW1E 6AN,
2838,St George's Park,807995,New development,1650,5,5,5,Suttons Lane,Hornchurch,RM12 6RS,
2839,Fairacres,1325000,Flat / Apartment,2403,4,4,4, Putney,London,SW15 5LX,
2840,Buckingham Gate,750000,Flat / Apartment,596,1,1,1,,London,SW1E 6PB,
2841,Wardian East Tower,575000,New development,531,1,1,1, Canary Wharf,London,E14 9TP,
2842,Gertrude Street,1425000,Flat / Apartment,983,2,2,2,,London,SW10 0JG,
2843,The Arthaus Apartments,550000,Flat / Apartment,672,2,2,2,205 Richmond Road,London,E8 3FF,
2844,Duchess of Bedford House,2200000,Flat / Apartment,1337,3,3,3,Duchess of Bedfords Walk,London,W8 7QN,
2845,Malvern Terrace,2000000,House,1450,4,4,4,Islington,London,N1 1HR,
2846,Regan Yard,640000,New development,794,3,3,3, London,N1 6FU,N1 6PH,
2847,Aberdeen Road,3500000,House,3247,5,5,5,,London,N5 2XB,
2848,23 Maud Street,765000,Flat / Apartment,1234,3,3,3,Royal Docks,London,E16 1YU,
2849,Mozart Terrace,7500000,House,3871,5,5,5,Ebury Street,London,SW1W 8UP,
2850,Gayville Road,875000,Flat / Apartment,782,2,2,2,,London,SW11 6JP,
2851,The Spinney,4350000,New development,8151,5,5,5,Queens Drive,Oxshott,KT22 0PL,
2852,Boat Race House,1320000,New development,1452,2,2,2,63 Mortlake High Street,London,SW14 8HL,
2853,Whiston House,550000,Flat / Apartment,558,2,2,2, Halton Road,London,N1 2DH,
2854,Ebury Square,5395000,Flat / Apartment,1845,3,3,3,,London,SW1W 9AH,
2855,Hallowell Road,300000,Flat / Apartment,573,1,1,1,Northwood,Middlesex,HA6 1DT,
2856,Sussex Square,1600000,Flat / Apartment,1535,4,4,4,Paddington,London,W2 2SR,
2857,St John's Place,890000,Flat / Apartment,800,2,2,2,Clerkenwell,London,EC1M 4NP,
2858,Junction House,862000,New development,978,3,3,3, Battersea,London,SW11 2NU,
2859,Regents House,775000,New development,636,1,1,1, Battersea,London,SW11 4FA,
2860,Charles Street,1600000,New development,1500,3,3,3,Barnes,London,SW13 0NZ,
2861,Queen's Gate Place,1950000,Flat / Apartment,1376,2,2,2,,London,SW7 5NU,
2862,Goodwood Court,680000,Flat / Apartment,484,1,1,1,54-57 Devonshire Street,London,W1W 5DZ,
2863,Old Church Street,7600000,House,2896,4,4,4,,London,SW3 5DQ,
2864,Overstrand Mansions,1800000,Flat / Apartment,1386,3,3,3,Prince of Wales Drive,London,SW11 4HA,
2865,Overstrand Mansions,1490000,Flat / Apartment,1452,3,3,3,Prince of Wales Drive,London,SW11 4EY,
2866,Cranbourne Court,1500000,Flat / Apartment,1088,2,2,2,Albert Bridge Road,London,SW11 4PE,
2867,Enclave Court,1100000,Flat / Apartment,1056,1,1,1, Clerkenwell,London,EC1V 0BH,
2868,Girdlers Road,1030000,Flat / Apartment,959,2,2,2,Brook Green,London,W14 0PS,
2869,Television Centre,1350000,Flat / Apartment,1007,2,2,2,3 Wood Crescent,London,W12 7GN,
2870,Pentland House,880000,Flat / Apartment,693,2,2,2,188 Cromwell Road,London,SW5 0SJ,
2871,Belgrave Court,875000,Flat / Apartment,1278,2,2,2, Canary Wharf,London,E14 8RJ,
2872,Gooch House,544999,Flat / Apartment,792,2,2,2, Greenwich,London,SE10 0XL,
2873,Holland Road,799000,Flat / Apartment,835,1,1,1,,London,W14 8HL,
2874,Cadogan Court,5250000,Flat / Apartment,2456,4,4,4, Chelsea,London,SW3 3BX,
2875,Winchester Place,2150000,New development,2453,4,4,4,Highgate,London,N6 5HJ,
2876,Winchester Place,2000000,New development,2421,4,4,4,Highgate,London,N6 5HJ,
2877,Windmill Road,1000000,House,2701,4,4,4,Brentford,London,TW8 9NH,
2878,Green Street,3850000,Flat / Apartment,995,2,2,2,Mayfair,London,W1K 6RL,
2879,Lammas Park Road,700000,Flat / Apartment,1025,3,3,3,,London,W5 5JD,
2880,Sedlescombe Road,2000000,House,2282,4,4,4,,London,SW6 1RB,
2881,Elsworthy Road,7250000,New development,3185,4,4,4,Primrose Hill,London,NW3 3DS,
2882,Roland Gardens,3250000,Flat / Apartment,2476,4,4,4,,London,SW7 3PG,
2883,Sloane Court East,1075000,Flat / Apartment,724,1,1,1,,London,SW3 4TQ,
2884,Bickenhall Mansions,2850000,Flat / Apartment,2163,4,4,4,Bickenhall Street,London,W1U 6BU,
2885,Stanley Mansions,1650000,Flat / Apartment,1139,3,3,3, Chelsea,London,SW10 0AG,
2886,Carrington House,1700000,Flat / Apartment,788,2,2,2, Mayfair,London,W1J 7RG,
2887,Winston Road,1350000,House,1552,4,4,4,,London,N16 9LL,
2888,Milton Grove,2395000,House,2277,4,4,4,Stoke Newington,London,N16 8QY,
2889,Mallord Street,5750000,House,3059,5,5,5,,London,SW3 6DT,
2890,West Smithfield,895000,Flat / Apartment,648,2,2,2,,London,EC1A 9DY,
2891,Clarence Park Crescent,2500000,House,2316,5,5,5,Stanmore,Middlesex,HA7 3GD,
2892,Sandy Lodge Way,850000,House,1384,5,5,5,Northwood,Middlesex,HA6 2AS,
2893,Wyndham Street,3650000,House,2390,4,4,4,Marylebone,London,W1H 1DB,
2894,Lowther Road,2800000,House,3502,6,6,6,Barnes,London,SW13 9NP,
2895,Paddock Way,3499000,House,4831,5,5,5,Putney,London,SW15 3TN,
2896,Danemere Street,2350000,House,3134,6,6,6,Putney,London,SW15 1LT,
2897,Ravenswood Park,925000,House,1607,4,4,4,Northwood,Middlesex,HA6 3PR,
2898,Lavender Gardens,950000,Flat / Apartment,911,2,2,2,,London,SW11 1DJ,
2899,Quarrendon Street,4000000,House,3394,6,6,6, Fulham,London,SW6 3ST,
2900,Icon Apartments,525000,Flat / Apartment,1030,3,3,3,32 Duckett Street,London,E1 4FX,
2901,Metcalfe Court,575000,Flat / Apartment,924,2,2,2, Greenwich,London,SE10 0BZ,
2902,Godolphin Road,1495000,House,1965,4,4,4,Shepherd's Bush,London,W12 8JW,
2903,Almeric Road,500000,Flat / Apartment,546,2,2,2,,London,SW11 1HL,
2904,Bedford Row,3000000,House,2607,5,5,5,,London,SE1 4GP,
2905,Tudor House,925000,New development,666,1,1,1,Duchess Walk,London,SE1 2SA,
2906,Grosvenor Square,18950000,Flat / Apartment,3541,4,4,4,,London,W1K 6LE,
2907,Northumberland Place,3250000,House,1929,4,4,4,Notting Hill,London,W2 5BS,
2908,Eaton House,1200000,Flat / Apartment,1574,3,3,3, Canary Wharf,London,E14 8RN,
2909,Sandy Lodge Way,1250000,House,1500,4,4,4,Northwood,Middlesex,HA6 2AS,
2910,Yoakley Road,1250000,House,1252,3,3,3,Stoke Newington,London,N16 0BA,
2911,Chalfont House,4350000,Flat / Apartment,1773,3,3,3,19-21 Chesham Street,London,SW1X 8NG,
2912,Woodstock Grove,450000,Flat / Apartment,440,1,1,1,,London,W12 8LE,
2913,Albert Court,2950000,Flat / Apartment,1055,2,2,2,Kensington Gore,London,SW7 2BL,
2914,St. Frideswides Mews,400000,House,571,1,1,1,Canary Wharf,London,E14 6LN,
2915,Harcourt Terrace,1200000,Flat / Apartment,569,1,1,1,,London,SW10 9JP,
2916,Garthside,2500000,House,4348,6,6,6, Ham,Richmond,TW10 5JA,
2917,Masons Yard,950000,Flat / Apartment,519,1,1,1,St James's,London,SW1Y 6BU,
2918,Redington Road,1300000,Flat / Apartment,1210,3,3,3,Hampstead,London,NW3 7RR,
2919,Discovery Dock Apartments West,800000,Flat / Apartment,1066,2,2,2, Canary Wharf,London,E14 9LT,
2920,Abingdon Villas,4650000,House,3343,4,4,4,,London,W8 6BX,
2921,Columbia Gardens,695000,New development,551,1,1,1,,London,SW6 1FA,
2922,New Crane Place,1999000,Flat / Apartment,2247,3,3,3,,London,E1W 3TX,
2923,Eaton Square,995000,Flat / Apartment,1073,2,2,2,,London,SW1W 9BD,
2924,Courtyard House,1200000,Flat / Apartment,1147,3,3,3, Fulham,London,SW6 2TR,
2925,North Gate,2999000,Flat / Apartment,1581,3,3,3,Prince Albert Road,London,NW8 7EJ,
2926,Waterford Road,2995000,House,2486,5,5,5, Fulham,London,SW6 2DR,
2927,Earl's Court Square,525000,Flat / Apartment,420,1,1,1,,London,SW5 9DG,
2928,Onedin Point,600000,Flat / Apartment,799,2,2,2,22 Ensign Street,London,E1 8JT,
2929,Clapham Common North Side,6995000,House,8880,7,7,7,Clapham,London,SW4 0AA,
2930,Rosscourt Mansions,1000000,Flat / Apartment,1156,3,3,3,Buckingham Palace Road,London,SW1W 0PR,
2931,Donovan Court,875000,Flat / Apartment,648,1,1,1, London,Chelsea,SW10 9QS,
2932,Park Village West,3950000,House,2029,4,4,4,Regent's Park,London,NW1 4AE,
2933,Harley Street,18500000,House,8603,6,6,6,Marylebone,London,W1G 6BF,
2934,Amhurst Road,485000,Flat / Apartment,563,1,1,1,Hackney,London,E8 2AW,
2935,Upper Wimpole Street,12750000,House,7526,6,6,6,Marylebone,London,W1G 6LG,
2936,Bideford Avenue,650000,New development,1139,4,4,4,Perivale,Greenford,UB6 8DF,
2937,Lingfield Road,1295000,Flat / Apartment,1372,2,2,2,Wimbledon,London,SW19 4QA,
2938,Berkeley Tower,550000,Flat / Apartment,691,1,1,1, Canary Wharf,London,E14 8RP,
2939,Arundel Gardens,9500000,House,4683,6,6,6,Notting Hill,London,W11 2LB,
2940,Abbey Road,1750000,Penthouse,1535,3,3,3,St John's Wood,London,NW8 9GS,
2941,The Mansions,1650000,Flat / Apartment,1698,4,4,4,252 Old Brompton Road,London,SW5 9HW,
2942,Richard Burbidge Mansions,1700000,Flat / Apartment,1796,3,3,3, Barnes,London,SW13 8RB,
2943,Clapham Common North Side,685000,Flat / Apartment,655,1,1,1,,London,SW4 9SH,
2944,Geraldine Road,800000,Flat / Apartment,993,2,2,2,Wandsworth,London,SW18 2NS,
2945,Linksway,4995000,House,8042,6,6,6,Northwood,Middlesex,HA6 2XB,
2946,Wimbledon Park Road,2650000,House,3468,5,5,5,Putney,London,SW18 5SJ,
2947,Barnes Avenue,3500000,New development,2720,5,5,5,Barnes,London,SW13 9AB,
2948,New Providence Wharf,320000,Flat / Apartment,469,1,1,1, Canary Wharf,London,E14 9PL,
